0,1,2,3,4,5,6,7,8,9,10,11,12,13
FLME,2900,87948,403,NO BOOKS FOR COURSE,,,,,,,,,
ECON,2100,80001,403,Intro to the Global Economy (Access code Pak),Required,"New $123.00,",Edition: 3rd,ISBN: 9781792462061,Author: Kagundu,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD
CPS,3200,82477,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,82319,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MATH,1113,82977,403,MyLab Math with Pearson eText -- Access Card -- for College Algebra and Trigonometry (18-Weeks),Required,"Digital $120.00,",Edition: 7th,ISBN: 9780135923221,Author: Daniels,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1113,82977,403,MyLab Math with Pearson eText -- Combo Access Card -- for College Algebra and Trigonometry (18-weeks),Required,"Digital $186.75,",Edition: 7th,ISBN: 9780136857204,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
POLS,1101,88381,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2030,89116,403,Careers in Psychology,Required,"Used $30.00, New $56.25, Used $56.25, New $75.00,",Edition: 5th,ISBN: 9781544359731,Author: Kuther,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
CHEM,1151,87065,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,3530,90289,403,Brunner & Suddarth's Medical-Surgical Nursing (CoursePoint+ Enhanced Access Card),Required,"New $319.99,",Edition: 15th,ISBN: 9781975186777,Author: Hinkle,Publisher: LIPPINCOTT WILLIAMS & WILKINS,,Copyright Year: 2021,Publication Date: TBD
MATH,1111,80220,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $120.00,",Edition: 5th,ISBN: 9780138120887,Author: Iii,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,80220,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,80220,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
BIOL,2107,88926,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
CHEM,1151,87066,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AH,2000,85675,403,"Styles, Schools & Movements",Required,"Used $13.98, Used $26.25,",Edition: 2nd,ISBN: 9780500288443,Author: Dempsey,Publisher: Thames & Hudson,Formats: PAPERBACK,Copyright Year: 2010,Publication Date: TBD
AH,1750,87309,403,Gardner's Art through the Ages: Western Perspective (V2),Required,"Used $99.96, New $154.70, Digital $50.99, Used $178.50, New $238.00,",Edition: 16th,ISBN: 9780357370391,Author: Kleiner,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2021,Publication Date: TBD
PSYC,3140,85961,403,Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online) for Georgia State University,Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ART,1301,87551,403,"Gateways to Art (w/InQuizitive Access Card, Videos, Student Site, & Museum Journal)",Required,"Used $131.25, New $174.75,",Edition: 4th,ISBN: 9780500845066,Author: Dewitte,"Publisher: W. W. Norton & Company, Incorporated",Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
SOCI,1160,86705,403,Focus on Social Problems,Required,"Digital $43.99, Digital $50.76, New $102.99, Digital $67.68,",Edition: 2nd,ISBN: 9780190936419,Author: Stombler,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2020,Publication Date: TBD
PSYC,1101,86670,403,Intro to Psychology v4.0 (canon),Required,"Digital $49.50,",Edition: 4th,ISBN: 9781453399521,Author: Stangor,Publisher: Boston Academic DBA Flat World,Formats: Adobe Digital Editions,Publication Date: TBD,
BIOL,2107,86239,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
PSYC,3140,87866,403,Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online) for Georgia State University,Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
AH,1700,86387,403,Gardner's Art Through the Ages: Western Perspective (V1),Required,"Used $99.96, Digital $50.99, Used $178.50, New $238.00,",Edition: 16th,ISBN: 9780357370384,Author: Kleiner,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2021,Publication Date: TBD
CIS,8880,89735,403,NO BOOKS FOR COURSE,,,,,,,,,
PSYC,2030,89115,403,Careers in Psychology,Required,"Used $30.00, New $56.25, Used $56.25, New $75.00,",Edition: 5th,ISBN: 9781544359731,Author: Kuther,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
NURS,3810,80287,403,Psychiatric Nursing,Required,"Used $105.00, New $139.95,",Edition: 7th,ISBN: 9781975161187,Author: Boyd,Publisher: Wolters Kluwer Health / Lippincott Williams & Wilkins,Formats: Hardcover,Copyright Year: 2022,Publication Date: TBD
NURS,3810,80287,403,Publication Manual of APA,Required,"Used $14.08, New $23.99, Digital $31.99, Used $24.00, New $31.99, Digital $35.99,",Edition: 7th,ISBN: 9781433832161,Author: American Psychological Association,Publisher: American Psychological Association,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2020,Publication Date: TBD
PSYC,3140,82055,403,Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online) for Georgia State University,Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CRJU,2200,82069,403,NO BOOKS FOR COURSE,,,,,,,,,
POLS,2401,86680,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,2401,84783,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
BIOL,2108,89209,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
PSYC,3510,87873,403,"Research Methods in Psychology: Evaluating a World of Information with Ebook, InQuizitive, Interactives, and SPSS Guide",Required,"Digital $86.50,",Edition: 4th,ISBN: 9780393893700,Author: Morling,"Publisher: W. W. Norton & Company, Incorporated Courseware",Formats: BryteWave Format,Publication Date: TBD,
THEA,2040,86624,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,2401,86682,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
FLME,2700,86362,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
BIOL,1104,91667,403,Achieve for What Is Life? A Guide to Biology with Physiology 5e (1-Term Online) for Georgia State University,Required,"Digital $68.60,",Edition: 5th,ISBN: 9781319474676,Author: Phelan,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,2050,85614,403,GEORGIA STATE UNIVERSITY- SCOM 2050: FOLLETT CUSTOM SITE CCS ECOMM BILLING Connect for Introduction to Mass Communication,Required,"Digital $100.00,",Edition: 12th,ISBN: 9781266454493,Author: Baran,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
PSYC,3140,93002,403,Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online) for Georgia State University,Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CPS,3400,82011,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUA,1500,86380,403,Jazz History Overview Ebook,Required,"New $106.25,",ISBN: 9781792436598,Author: Vernick,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2007,Publication Date: TBD,
MUA,1500,86380,403,Jazz History Overview,Required,"New $159.76,",Edition: 2nd,ISBN: 9780757538643,Author: Vernick,Publisher: Kendall Hunt Publishing Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD
FLME,2700,90952,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
MUA,1930,92349,403,Listen,Required,"Digital $77.00,",Edition: 10th,ISBN: 9781324039440,Author: Kerman,"Publisher: W. W. Norton & Company, Incorporated Courseware",Formats: BryteWave Format,Publication Date: TBD,
PSYC,2060,89120,403,Positive Psychology,Required,"Used $75.18, New $143.20, Digital $64.55, Digital $72.62, Digital $80.69, Used $134.25, New $179.00, Digital $117.00,",Edition: 4th,ISBN: 9781506357355,Author: Lopez,"Publisher: Sage Publications, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
MUA,1500,88051,403,Jazz History Overview,Required,"New $159.76,",Edition: 2nd,ISBN: 9780757538643,Author: Vernick,Publisher: Kendall Hunt Publishing Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD
MUA,1500,88051,403,Jazz History Overview Ebook,Required,"New $106.25,",ISBN: 9781792436598,Author: Vernick,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2007,Publication Date: TBD,
MUA,1930,86382,403,Listen,Required,"Digital $77.00,",Edition: 10th,ISBN: 9781324039440,Author: Kerman,"Publisher: W. W. Norton & Company, Incorporated Courseware",Formats: BryteWave Format,Publication Date: TBD,
MUA,1930,89469,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOG,1112,87156,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
FLME,1010,90981,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CRJU,1100,87172,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,2401,91076,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
PSYC,2103,89124,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FLME,2700,83401,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
PERS,2001,89956,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2060,91101,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
PSYC,2070,89123,403,Sexuality Now: Embracing Diversity,Required,"Used $97.76, New $151.29, Digital $50.99, Used $174.75, New $232.75,",Edition: 6th,ISBN: 9781337404990,Author: Carroll,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
ECON,2106,87378,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
MUA,1930,82872,403,Listen,Required,"Digital $77.00,",Edition: 10th,ISBN: 9781324039440,Author: Kerman,"Publisher: W. W. Norton & Company, Incorporated Courseware",Formats: BryteWave Format,Publication Date: TBD,
MUA,1500,86381,403,Jazz History Overview,Required,"New $159.76,",Edition: 2nd,ISBN: 9780757538643,Author: Vernick,Publisher: Kendall Hunt Publishing Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD
MUA,1500,86381,403,Jazz History Overview Ebook,Required,"New $106.25,",ISBN: 9781792436598,Author: Vernick,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2007,Publication Date: TBD,
CNHP,3010,82452,403,CNHP 3010 Advance Medical Terminology (Access Card),Required,"New $131.00,",Author: Fagerberg,Publisher: Caduceus International Publishing INC.,,Copyright Year: 2024,Publication Date: TBD,,
ART,1301,87548,403,"Gateways to Art (w/InQuizitive Access Card, Videos, Student Site, & Museum Journal)",Required,"Used $131.25, New $174.75,",Edition: 4th,ISBN: 9780500845066,Author: Dewitte,"Publisher: W. W. Norton & Company, Incorporated",Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
SW,2000,80402,403,NO BOOKS FOR COURSE,,,,,,,,,
FLME,2700,86363,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
BIOL,1104,91669,403,"Modified Mastering Biology with eText Electronic Access Code for Biology: Science for Life with Physiology, 6e, for GEORGIA STATE UNIVERSITY",Required,"Digital $66.75,",ISBN: 9780138304577,Author: Solutions,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
GEOG,1112,87164,403,Modified Mastering Geography with Pearson eText -- Standalone Access Card -- for Geosystems: An Introduction to Physical Geography,Required,"Digital $126.75,",Edition: 10th,ISBN: 9780134642536,Author: Birkeland,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CSC,3350,89973,403,NO BOOKS FOR COURSE,,,,,,,,,
FLME,2700,86365,403,LSC (GEORGIA STATE UNIVERSITY) FLME 2700: FOLLETT DPF CUSTOM SITE CCS ECOMM Connect for Film History: An Introduction 180 DAYS ACCESS ENTRP,Required,"Digital $106.25,",ISBN: 9781265544386,Author: Thompson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
MUA,1930,92348,403,Listen,Required,"Digital $77.00,",Edition: 10th,ISBN: 9781324039440,Author: Kerman,"Publisher: W. W. Norton & Company, Incorporated Courseware",Formats: BryteWave Format,Publication Date: TBD,
LAW,5099,92073,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,5099,92074,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LAW,7510,82940,403,"Wills, Trusts, & Estates (w/Connected ebook Study Center)",Required,"Used $138.00, New $276.00, Used $258.75, New $345.00,",Edition: 11th,ISBN: 9781543824469,Author: Sitkoff,Publisher: Aspen Publishing,Formats: Hardcover,Copyright Year: 2022,Publication Date: TBD
CRJU,3410,87220,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,3140,85964,403,Achieve for Fundamentals of Abnormal Psychology 10e (1-Term Online) for Georgia State University,Required,"Digital $71.25,",Edition: 10th,ISBN: 9781319523657,Author: Comer,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
POLS,1101,88207,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,1104,91666,403,Achieve for What Is Life? A Guide to Biology with Physiology 5e (1-Term Online) for Georgia State University,Required,"Digital $68.60,",Edition: 5th,ISBN: 9781319474676,Author: Phelan,Publisher: MPS (Macmillan Publishers),Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,82866,403,Georgia State University ECON 2105 Principles of Economics,Required,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,86087,403,Georgia State University ECON 2105 Principles of Economics,Required,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
GEOL,1122,87215,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
